Gene,Strain,Gene_Name,p_val_LRT,FDR_LRT,seed_ortholog,evalue,score,eggNOG_OGs,COG_category,Description,Preferred_name,GOs,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,BRITE,PFAMs
OG0026255,AqAm,LOC112844145,0.018810320761628,0.372214027749192,8153.XP_005950769.1,2.36e-78,238,"2D4KB@1|root,2SVGE@2759|Eukaryota,3A6FD@33154|Opisthokonta,3BTDY@33208|Metazoa,3D2Q6@33213|Bilateria,48C1S@7711|Chordata",T,monocyte extravasation,AMICA1,"GO:0001775,GO:0002376,GO:0002682,GO:0003674,GO:0005102,GO:0005178,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005911,GO:0005923,GO:0006928,GO:0006935,GO:0006950,GO:0007155,GO:0007157,GO:0008150,GO:0008284,GO:0009605,GO:0009611,GO:0009987,GO:0016020,GO:0016477,GO:0022610,GO:0030054,GO:0030593,GO:0030595,GO:0035696,GO:0040011,GO:0042060,GO:0042110,GO:0042127,GO:0042221,GO:0042330,GO:0042802,GO:0042803,GO:0043296,GO:0044464,GO:0044877,GO:0045123,GO:0045321,GO:0046629,GO:0046649,GO:0046983,GO:0048518,GO:0048522,GO:0048583,GO:0048870,GO:0050678,GO:0050679,GO:0050776,GO:0050789,GO:0050794,GO:0050839,GO:0050896,GO:0050900,GO:0051179,GO:0051674,GO:0051716,GO:0060054,GO:0060326,GO:0065007,GO:0070160,GO:0070887,GO:0071621,GO:0071674,GO:0071944,GO:0072672,GO:0097529,GO:0097530,GO:0098609,GO:0098742,GO:1990266",-,-,-,-,-,V-set
OG0026360,AqAm,LOC112846279,0.0466622357163429,0.372214027749192,106582.XP_004570660.1,2.6799999999999996e-72,230,"2CW8R@1|root,2RTVX@2759|Eukaryota,39NX6@33154|Opisthokonta,3CQFH@33208|Metazoa,3DHJU@33213|Bilateria,48SQU@7711|Chordata,49P8I@7742|Vertebrata,4A91T@7898|Actinopterygii",T,Immunoglobulin,-,-,-,-,-,-,-,-
OG0001646,AqCor,LOC100706076,0.0476074385730881,0.274536229104808,8153.XP_005948640.1,0,906,"KOG4193@1|root,KOG4193@2759|Eukaryota,39V0W@33154|Opisthokonta,3BJCF@33208|Metazoa,3CRMW@33213|Bilateria,480DT@7711|Chordata,496WB@7742|Vertebrata,49YKX@7898|Actinopterygii",T,G-protein coupled receptor,GPR114,"GO:0003674,GO:0004888,GO:0004930,GO:0005575,GO:0007154,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007","ko:K08451,ko:K08459,ko:K08463",-,-,-,"ko00000,ko04030","7tm_2,GPS"
OG0002192,AqCor,LOC109204524,0.0401109326441459,0.239282460256457,32507.XP_006781393.1,2.7999999999999993e-166,468,"2CYKB@1|root,2S4YI@2759|Eukaryota,3A7ZF@33154|Opisthokonta,3BT48@33208|Metazoa,3D9A8@33213|Bilateria,48G22@7711|Chordata,49D0S@7742|Vertebrata,4A4KD@7898|Actinopterygii",S,Leucine-rich repeat neuronal protein 4-like,lrrn4cl,-,-,-,-,-,-,-
OG0002334,AqCor,si_zfos-741a10.3,2.19321314000037e-4,0.0189712936610032,106582.XP_004571782.1,3.87e-17,86.7,"2D2GA@1|root,2SMSH@2759|Eukaryota,3AKF0@33154|Opisthokonta,3C07V@33208|Metazoa,3DG7P@33213|Bilateria,48JHV@7711|Chordata,49GG0@7742|Vertebrata,4A7EX@7898|Actinopterygii",T,isoform X1,-,-,-,-,-,-,-,-
OG0003101,AqCor,pecam1a,0.0185026406865259,0.228639774197784,8128.ENSONIP00000024467,0,1533,"2DMWR@1|root,2QW63@2759|Eukaryota,38SJP@33154|Opisthokonta,3BDGW@33208|Metazoa,3CZU1@33213|Bilateria,482SR@7711|Chordata,48WJB@7742|Vertebrata,49VFM@7898|Actinopterygii",T,Platelet endothelial cell adhesion,PECAM1,"GO:0000902,GO:0000904,GO:0001525,GO:0001568,GO:0001655,GO:0001667,GO:0001726,GO:0001775,GO:0001822,GO:0001885,GO:0001886,GO:0001932,GO:0001933,GO:0001934,GO:0001944,GO:0002064,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002576,GO:0002682,GO:0002684,GO:0002685,GO:0002687,GO:0002691,GO:0002693,GO:0003158,GO:0003382,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006810,GO:0006887,GO:0006897,GO:0006909,GO:0006928,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007155,GO:0007156,GO:0007159,GO:0007160,GO:0007165,GO:0007264,GO:0007265,GO:0007266,GO:0007275,GO:0008037,GO:0008064,GO:0008150,GO:0009611,GO:0009653,GO:0009719,GO:0009888,GO:0009892,GO:0009893,GO:0009897,GO:0009966,GO:0009967,GO:0009986,GO:0009987,GO:0010033,GO:0010562,GO:0010563,GO:0010604,GO:0010605,GO:0010631,GO:0010639,GO:0010646,GO:0010647,GO:0012505,GO:0012506,GO:0014070,GO:0016020,GO:0016043,GO:0016192,GO:0016477,GO:0019220,GO:0019222,GO:0019899,GO:0019902,GO:0019903,GO:0022610,GO:0023051,GO:0023052,GO:0023056,GO:0030141,GO:0030154,GO:0030198,GO:0030334,GO:0030335,GO:0030485,GO:0030659,GO:0030667,GO:0030832,GO:0030833,GO:0030837,GO:0030855,GO:0031090,GO:0031091,GO:0031092,GO:0031252,GO:0031323,GO:0031324,GO:0031325,GO:0031333,GO:0031399,GO:0031400,GO:0031401,GO:0031410,GO:0031589,GO:0031982,GO:0032268,GO:0032269,GO:0032270,GO:0032271,GO:0032272,GO:0032501,GO:0032502,GO:0032535,GO:0032835,GO:0032879,GO:0032940,GO:0032956,GO:0032970,GO:0032989,GO:0033043,GO:0034097,GO:0034260,GO:0034341,GO:0035239,GO:0035295,GO:0035556,GO:0036230,GO:0040011,GO:0040012,GO:0040017,GO:0042060,GO:0042119,GO:0042221,GO:0042325,GO:0042326,GO:0042327,GO:0042509,GO:0042531,GO:0042802,GO:0042803,GO:0042995,GO:0043062,GO:0043086,GO:0043087,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043232,GO:0043254,GO:0043292,GO:0043299,GO:0043312,GO:0043542,GO:0044087,GO:0044092,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044449,GO:0044459,GO:0044464,GO:0045055,GO:0045087,GO:0045121,GO:0045123,GO:0045321,GO:0045446,GO:0045936,GO:0045937,GO:0046425,GO:0046427,GO:0046903,GO:0046983,GO:0048468,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0050730,GO:0050731,GO:0050732,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0050900,GO:0050904,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051248,GO:0051270,GO:0051272,GO:0051336,GO:0051346,GO:0051493,GO:0051494,GO:0051674,GO:0051716,GO:0060255,GO:0060429,GO:0061437,GO:0061440,GO:0065007,GO:0065008,GO:0065009,GO:0070848,GO:0070887,GO:0071310,GO:0071345,GO:0071346,GO:0071363,GO:0071407,GO:0071495,GO:0071559,GO:0071560,GO:0071840,GO:0071944,GO:0072001,GO:0072006,GO:0072009,GO:0072010,GO:0072011,GO:0072012,GO:0072073,GO:0072358,GO:0072359,GO:0072672,GO:0080090,GO:0090066,GO:0090130,GO:0090132,GO:0090673,GO:0097529,GO:0097530,GO:0097708,GO:0098552,GO:0098588,GO:0098589,GO:0098609,GO:0098657,GO:0098742,GO:0098805,GO:0098857,GO:0099080,GO:0099081,GO:0099503,GO:0099512,GO:0110053,GO:0120025,GO:1902531,GO:1902533,GO:1902903,GO:1902904,GO:1904892,GO:1904894,GO:1990266,GO:2000145,GO:2000147",ko:K06471,"ko04514,ko04670,ko05144,ko05418,map04514,map04670,map05144,map05418",-,-,"ko00000,ko00001,ko00536,ko04090,ko04091,ko04516","Ig_2,Ig_3,ig"
OG0003357,AqCor,LOC102081443,0.00276884825834113,0.0958021497386032,32507.XP_006791514.1,0,1460,"28MHH@1|root,2QVUX@2759|Eukaryota,39K06@33154|Opisthokonta,3BKC7@33208|Metazoa,3D2H5@33213|Bilateria,488PJ@7711|Chordata,48Z6P@7742|Vertebrata,4A8NU@7898|Actinopterygii",S,Nuclear GTPase,NUGGC,"GO:0002200,GO:0002237,GO:0002376,GO:0002377,GO:0002440,GO:0002520,GO:0002566,GO:0003674,GO:0003824,GO:0003924,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006950,GO:0006974,GO:0007275,GO:0008150,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0010033,GO:0010941,GO:0016445,GO:0016446,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0032496,GO:0032501,GO:0032502,GO:0033554,GO:0033993,GO:0042221,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048519,GO:0048523,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051707,GO:0051716,GO:0060548,GO:0065007,GO:0065008,GO:0070887,GO:0071216,GO:0071219,GO:0071222,GO:0071310,GO:0071396,GO:0097752,GO:1901700,GO:1901701",-,-,-,-,-,Dynamin_N
OG0004060,AqCor,LOC102080165,1.67695680412855e-6,2.9011352711424e-4,144197.XP_008286766.1,3.36e-19,99,"2E05S@1|root,2S7MA@2759|Eukaryota,3A82B@33154|Opisthokonta,3BTG3@33208|Metazoa,3DA4Q@33213|Bilateria,48G8Z@7711|Chordata,49CUJ@7742|Vertebrata,4A8IH@7898|Actinopterygii",S,Immunoglobulin V-set domain,-,-,"ko:K06719,ko:K20395",-,-,-,"ko00000,ko04090",V-set
OG0006635,AqCor,LOC100703406,0.00119965739747986,0.0518851824410038,106582.XP_004566197.1,0,890,"KOG3545@1|root,KOG3545@2759|Eukaryota,38CXN@33154|Opisthokonta,3BB5U@33208|Metazoa,3CVIM@33213|Bilateria,48084@7711|Chordata,494VG@7742|Vertebrata,4A1E6@7898|Actinopterygii",W,Olfactomedin-4-like,-,-,-,-,-,-,-,OLF
OG0007115,AqCor,eng,0.0113491942514287,0.163617550458097,32507.XP_006789048.1,0,987,"2ASP5@1|root,2QWGX@2759|Eukaryota,39WRN@33154|Opisthokonta,3BNTY@33208|Metazoa,3D5RF@33213|Bilateria,485GK@7711|Chordata,49906@7742|Vertebrata,49XV2@7898|Actinopterygii",S,Endoglin,ENG,-,-,-,-,-,-,-
OG0007242,AqCor,mpx,0.035287855294377,0.239282460256457,8128.ENSONIP00000004478,0,1491,"KOG2408@1|root,KOG2408@2759|Eukaryota,39TE7@33154|Opisthokonta,3BD2Z@33208|Metazoa,3CRDJ@33213|Bilateria,47Z4Y@7711|Chordata,48VVQ@7742|Vertebrata,4A21J@7898|Actinopterygii",S,Myeloid-specific peroxidase,MPO,"GO:0000302,GO:0000303,GO:0000305,GO:0000323,GO:0001775,GO:0001817,GO:0001818,GO:0001819,GO:0001878,GO:0002148,GO:0002149,GO:0002215,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002679,GO:0003674,GO:0003682,GO:0003824,GO:0004601,GO:0005488,GO:0005539,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0006082,GO:0006801,GO:0006810,GO:0006887,GO:0006928,GO:0006950,GO:0006952,GO:0006955,GO:0006979,GO:0008150,GO:0008152,GO:0008201,GO:0009056,GO:0009058,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009636,GO:0009987,GO:0010035,GO:0010941,GO:0012505,GO:0016043,GO:0016192,GO:0016209,GO:0016477,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0019430,GO:0030141,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032501,GO:0032653,GO:0032673,GO:0032674,GO:0032693,GO:0032714,GO:0032753,GO:0032940,GO:0033554,GO:0034367,GO:0034368,GO:0034369,GO:0034374,GO:0034599,GO:0034614,GO:0034774,GO:0035578,GO:0036230,GO:0040008,GO:0040011,GO:0042119,GO:0042221,GO:0042582,GO:0042737,GO:0042742,GO:0042743,GO:0042744,GO:0042981,GO:0043062,GO:0043066,GO:0043067,GO:0043069,GO:0043167,GO:0043168,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043436,GO:0043900,GO:0043901,GO:0043903,GO:0043933,GO:0044126,GO:0044130,GO:0044144,GO:0044146,GO:0044237,GO:0044248,GO:0044281,GO:0044283,GO:0044421,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0045730,GO:0045926,GO:0046903,GO:0048518,GO:0048519,GO:0048523,GO:0048870,GO:0050789,GO:0050794,GO:0050832,GO:0050896,GO:0050900,GO:0051179,GO:0051186,GO:0051187,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0055114,GO:0060205,GO:0060548,GO:0065007,GO:0070013,GO:0070887,GO:0071450,GO:0071451,GO:0071704,GO:0071825,GO:0071827,GO:0071840,GO:0072593,GO:0072677,GO:0097006,GO:0097237,GO:0097367,GO:0097529,GO:0097530,GO:0097708,GO:0098542,GO:0098754,GO:0098869,GO:0099503,GO:1901681,GO:1901700,GO:1901701,GO:1903409,GO:1990748","ko:K00431,ko:K10788,ko:K10789","ko00350,ko00983,ko01100,ko04145,ko04918,ko05202,ko05221,ko05310,ko05320,map00350,map00983,map01100,map04145,map04918,map05202,map05221,map05310,map05320",M00043,"R03208,R03539,R03953,R03973,R11906","ko00000,ko00001,ko00002,ko01000,ko04147",An_peroxidase
OG0008077,AqCor,LOC106097887,4.35196317552774e-4,0.0250963209788766,106582.XP_004575186.1,0,2442,"KOG1216@1|root,KOG1225@1|root,KOG1216@2759|Eukaryota,KOG1225@2759|Eukaryota,38BYG@33154|Opisthokonta,3BBY5@33208|Metazoa,3CRZ6@33213|Bilateria,4839A@7711|Chordata,48WYQ@7742|Vertebrata,49R8D@7898|Actinopterygii",VW,Mucin-2-like,MUC2,"GO:0001894,GO:0002064,GO:0002376,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0006915,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0007586,GO:0007599,GO:0008150,GO:0008219,GO:0008285,GO:0009611,GO:0009888,GO:0009987,GO:0010669,GO:0010941,GO:0010942,GO:0012501,GO:0022600,GO:0030154,GO:0030277,GO:0030334,GO:0030336,GO:0030855,GO:0031012,GO:0032501,GO:0032502,GO:0032879,GO:0040012,GO:0040013,GO:0042060,GO:0042127,GO:0042381,GO:0042592,GO:0042802,GO:0042803,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0044421,GO:0045087,GO:0046983,GO:0048468,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048856,GO:0048869,GO:0048871,GO:0050789,GO:0050794,GO:0050817,GO:0050878,GO:0050896,GO:0051270,GO:0051271,GO:0060249,GO:0060429,GO:0065007,GO:0065008,GO:0070701,GO:0070702,GO:0070703,GO:2000145,GO:2000146","ko:K03900,ko:K10955,ko:K21125,ko:K22020","ko04151,ko04510,ko04512,ko04610,ko04611,ko04657,ko05146,ko05165,ko05226,map04151,map04510,map04512,map04610,map04611,map04657,map05146,map05165,map05226",-,-,"ko00000,ko00001,ko03110,ko04131,ko04147,ko04516","C8,Cys_knot,F5_F8_type_C,Mucin2_WxxW,TIL,VWD"
OG0008441,AqCor,LOC106098375,0.0323670047180419,0.239282460256457,106582.XP_004570834.1,0,5724,"KOG3594@1|root,KOG3594@2759|Eukaryota,38CIW@33154|Opisthokonta,3CNY1@33208|Metazoa,3CTNF@33213|Bilateria,48HGF@7711|Chordata,49EZP@7742|Vertebrata",T,Cadherin cytoplasmic region,hmr-1,"GO:0000132,GO:0000226,GO:0000278,GO:0000902,GO:0000904,GO:0001558,GO:0001654,GO:0001667,GO:0001736,GO:0001738,GO:0001745,GO:0001751,GO:0001754,GO:0002009,GO:0002064,GO:0003381,GO:0003382,GO:0003383,GO:0003384,GO:0003674,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005911,GO:0005912,GO:0005913,GO:0006928,GO:0006935,GO:0006996,GO:0007010,GO:0007016,GO:0007017,GO:0007049,GO:0007154,GO:0007155,GO:0007156,GO:0007163,GO:0007164,GO:0007275,GO:0007369,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007412,GO:0007413,GO:0007423,GO:0008013,GO:0008037,GO:0008038,GO:0008104,GO:0008150,GO:0008361,GO:0009605,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009987,GO:0010721,GO:0010769,GO:0010771,GO:0010975,GO:0010977,GO:0016020,GO:0016021,GO:0016043,GO:0016049,GO:0016318,GO:0016339,GO:0016342,GO:0016477,GO:0019897,GO:0019898,GO:0022008,GO:0022402,GO:0022603,GO:0022604,GO:0022610,GO:0030010,GO:0030029,GO:0030030,GO:0030036,GO:0030048,GO:0030054,GO:0030154,GO:0030182,GO:0030424,GO:0030425,GO:0030516,GO:0030855,GO:0030865,GO:0030866,GO:0031175,GO:0031224,GO:0031226,GO:0031290,GO:0031344,GO:0031345,GO:0032101,GO:0032501,GO:0032502,GO:0032507,GO:0032535,GO:0032879,GO:0032989,GO:0032990,GO:0032991,GO:0033036,GO:0034613,GO:0036477,GO:0040001,GO:0040007,GO:0040008,GO:0040011,GO:0040012,GO:0042051,GO:0042067,GO:0042074,GO:0042221,GO:0042330,GO:0042461,GO:0042462,GO:0042802,GO:0042803,GO:0042995,GO:0043005,GO:0043167,GO:0043169,GO:0044214,GO:0044331,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0045185,GO:0045296,GO:0045463,GO:0045465,GO:0045466,GO:0045467,GO:0045595,GO:0045596,GO:0045664,GO:0045665,GO:0046530,GO:0046872,GO:0046983,GO:0048468,GO:0048513,GO:0048519,GO:0048523,GO:0048583,GO:0048588,GO:0048589,GO:0048592,GO:0048598,GO:0048638,GO:0048666,GO:0048667,GO:0048675,GO:0048699,GO:0048729,GO:0048731,GO:0048749,GO:0048812,GO:0048814,GO:0048841,GO:0048846,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050767,GO:0050768,GO:0050770,GO:0050773,GO:0050774,GO:0050789,GO:0050793,GO:0050794,GO:0050839,GO:0050896,GO:0050920,GO:0051093,GO:0051128,GO:0051129,GO:0051179,GO:0051234,GO:0051235,GO:0051239,GO:0051241,GO:0051270,GO:0051293,GO:0051294,GO:0051640,GO:0051641,GO:0051649,GO:0051651,GO:0051653,GO:0051656,GO:0051674,GO:0051960,GO:0051961,GO:0060284,GO:0060429,GO:0060560,GO:0061387,GO:0061564,GO:0065007,GO:0065008,GO:0070097,GO:0070161,GO:0070252,GO:0070727,GO:0071840,GO:0071944,GO:0089717,GO:0090066,GO:0090596,GO:0097447,GO:0097458,GO:0097485,GO:0098609,GO:0098742,GO:0098796,GO:0098797,GO:0106030,GO:0120025,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:1902284,GO:1902667,GO:1902850,GO:1903047,GO:1990138,GO:2000026,GO:2000171",ko:K16506,-,-,-,"ko00000,ko04147,ko04516","Cadherin,Cadherin_C,EGF,Laminin_G_2,hEGF"
OG0008667,AqCor,LOC102078859,0.01077958895733,0.163617550458097,8128.ENSONIP00000022825,0,1043,"2CMEU@1|root,2QQ5W@2759|Eukaryota,38E7N@33154|Opisthokonta",T,scavenger receptor activity,-,-,ko:K06545,-,-,-,"ko00000,ko04090",SRCR
OG0009025,AqCor,svild,0.0274040667765382,0.239282460256457,106582.XP_004567579.1,0,2687,"KOG0445@1|root,KOG0445@2759|Eukaryota,38D8G@33154|Opisthokonta,3BCUN@33208|Metazoa,3CV9H@33213|Bilateria,48AT1@7711|Chordata,493BF@7742|Vertebrata,49TXX@7898|Actinopterygii",Z,Supervillin-like,-,"GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0008092",ko:K10369,-,-,-,"ko00000,ko04812","Gelsolin,VHP"
OG0009403,AqCor,LOC100711979,0.0109505159906832,0.163617550458097,8153.XP_005923834.1,0,2056,"KOG4807@1|root,KOG4807@2759|Eukaryota,38B4Y@33154|Opisthokonta,3B9U4@33208|Metazoa,3D38A@33213|Bilateria,47ZU9@7711|Chordata,490GZ@7742|Vertebrata,4A760@7898|Actinopterygii",T,Myosin phosphatase,osp,-,ko:K20478,-,-,-,"ko00000,ko04131",PH
OG0010758,AqCor,tmigd1,0.0144304968272448,0.192036611624104,8128.ENSONIP00000006082,2.5499999999999995e-171,479,"2AWM8@1|root,2RZR9@2759|Eukaryota,3A2KG@33154|Opisthokonta,3BQHQ@33208|Metazoa,3D7YE@33213|Bilateria,48RZ1@7711|Chordata,49NDX@7742|Vertebrata,4A3RJ@7898|Actinopterygii",T,Transmembrane and immunoglobulin,tmigd1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0010941,GO:0016020,GO:0030334,GO:0032879,GO:0040012,GO:0042127,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0044424,GO:0044464,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051270,GO:0060548,GO:0065007,GO:0065008,GO:0071944,GO:0090559,GO:2000145",-,-,-,-,-,"Ig_2,Ig_3,ig"
OG0011523,AqCor,ccn3,0.0385194956763783,0.239282460256457,8128.ENSONIP00000008857,1.3600000000000001e-273,746,"2C4BF@1|root,2QR9V@2759|Eukaryota,38FRG@33154|Opisthokonta,3BGTZ@33208|Metazoa,3CSCV@33213|Bilateria,4874X@7711|Chordata,494MC@7742|Vertebrata,4A0BQ@7898|Actinopterygii",W,Nephroblastoma overexpressed,NOV,"GO:0001501,GO:0001525,GO:0001558,GO:0001568,GO:0001667,GO:0001944,GO:0002062,GO:0002682,GO:0002683,GO:0002685,GO:0002686,GO:0002688,GO:0002689,GO:0002791,GO:0002792,GO:0003674,GO:0005102,GO:0005112,GO:0005178,GO:0005488,GO:0005515,GO:0005539,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005911,GO:0005921,GO:0006928,GO:0006935,GO:0006950,GO:0007154,GO:0007155,GO:0007165,GO:0007267,GO:0007275,GO:0008083,GO:0008150,GO:0008201,GO:0008283,GO:0008285,GO:0008593,GO:0009605,GO:0009611,GO:0009653,GO:0009888,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010468,GO:0010469,GO:0010631,GO:0010646,GO:0010647,GO:0010648,GO:0010761,GO:0010817,GO:0010830,GO:0010832,GO:0010941,GO:0014812,GO:0014909,GO:0016477,GO:0019222,GO:0022610,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030054,GO:0030154,GO:0030308,GO:0030334,GO:0030336,GO:0030424,GO:0030425,GO:0030545,GO:0031012,GO:0031099,GO:0031347,GO:0031348,GO:0031644,GO:0031645,GO:0032101,GO:0032102,GO:0032501,GO:0032502,GO:0032879,GO:0032880,GO:0033002,GO:0033627,GO:0035239,GO:0035295,GO:0035767,GO:0036477,GO:0040007,GO:0040008,GO:0040011,GO:0040012,GO:0040013,GO:0042060,GO:0042127,GO:0042221,GO:0042246,GO:0042330,GO:0042592,GO:0042995,GO:0043005,GO:0043025,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043542,GO:0044057,GO:0044297,GO:0044342,GO:0044421,GO:0044424,GO:0044463,GO:0044464,GO:0044877,GO:0045595,GO:0045596,GO:0045747,GO:0045926,GO:0046676,GO:0046883,GO:0046888,GO:0048018,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048589,GO:0048646,GO:0048659,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0048872,GO:0050673,GO:0050708,GO:0050709,GO:0050727,GO:0050728,GO:0050789,GO:0050793,GO:0050794,GO:0050796,GO:0050839,GO:0050896,GO:0050920,GO:0050922,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051093,GO:0051128,GO:0051147,GO:0051148,GO:0051153,GO:0051154,GO:0051179,GO:0051216,GO:0051223,GO:0051224,GO:0051239,GO:0051241,GO:0051270,GO:0051271,GO:0051674,GO:0051716,GO:0051930,GO:0051931,GO:0060255,GO:0060326,GO:0060390,GO:0060392,GO:0060548,GO:0061448,GO:0061484,GO:0065007,GO:0065008,GO:0065009,GO:0070201,GO:0070887,GO:0071603,GO:0071675,GO:0071676,GO:0072358,GO:0072359,GO:0080134,GO:0090025,GO:0090027,GO:0090087,GO:0090092,GO:0090101,GO:0090130,GO:0090132,GO:0090136,GO:0090276,GO:0090278,GO:0097367,GO:0097447,GO:0097458,GO:0098609,GO:0098772,GO:0120025,GO:0120038,GO:1901222,GO:1901223,GO:1901681,GO:1902531,GO:1902532,GO:1902731,GO:1903530,GO:1903531,GO:1904057,GO:1904950,GO:1990523,GO:2000145,GO:2000146",-,-,-,-,-,"Cys_knot,IGFBP,TSP_1,VWC"
OG0011554,AqCor,LOC100702889,0.00930339016743386,0.163617550458097,8128.ENSONIP00000009023,6.419999999999999e-177,499,"KOG3656@1|root,KOG3656@2759|Eukaryota,38F1F@33154|Opisthokonta,3BAEM@33208|Metazoa,3CYGE@33213|Bilateria,47ZW4@7711|Chordata,48VP6@7742|Vertebrata,49VWZ@7898|Actinopterygii",T,c-C chemokine receptor type,-,-,"ko:K04176,ko:K04177,ko:K04179,ko:K04180,ko:K04183,ko:K04187","ko04060,ko04062,ko04144,ko05145,ko05167,ko05203,map04060,map04062,map04144,map05145,map05167,map05203",-,-,"ko00000,ko00001,ko04030,ko04050,ko04090",7tm_1
OG0012171,AqCor,LOC109194215,0.0331921628774095,0.239282460256457,303518.XP_005755293.1,6.06e-123,358,"29WEF@1|root,2RXPD@2759|Eukaryota,39R3S@33154|Opisthokonta,3BI39@33208|Metazoa,3D3EB@33213|Bilateria,48AY4@7711|Chordata,493CQ@7742|Vertebrata,4A38V@7898|Actinopterygii",T,Carcinoembryonic antigen-related cell adhesion molecule,-,-,ko:K06499,-,-,-,"ko00000,ko00537,ko04090,ko04147,ko04516","I-set,Ig_2,Ig_3,V-set"
OG0012175,AqCor,LOC100703577,0.030652529246322,0.239282460256457,8128.ENSONIP00000014427,0,2184,"KOG4475@1|root,KOG4475@2759|Eukaryota",U,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway",-,-,ko:K06548,"ko04514,map04514",-,-,"ko00000,ko00001,ko04090,ko04091,ko04516","I-set,Ig_3"
